id,tweet,label,clearcontent,prediction
103,"@htTweets NOT For COVID
But to prevent other infections
after age of 65
Consult your Doctors
for 
Pneumococcal conjugate vaccine or PCV13
Pneumococcal polysaccharide vaccine or PPSV23

I found them useful for my wife
https://t.co/zQ4uy0f5GV",fake,httweets not for covid but to prevent other infections after age of 65 consult your doctors for pneumococcal conjugate vaccine or pcv13 pneumococcal polysaccharide vaccine or ppsv23 i found them useful for my wife,fake
104,Access the #COVID19 Management Assessment and Response (CMAR) tool here: https://t.co/Q0eb72LZyW.,real,access the covid19 management assessment and response cmar tool here,real
105,"Lockdown 2020 Survival Juice

Get yours here &gt;&gt;&gt; https://t.co/K4EAwKiOnO https://t.co/3vDTYsqBWe",fake,lockdown 2020 survival juice get yours here gtgtgt,fake
106,Georgia has also issued a stay at home order until April 13th. https://t.co/CKwVq9eNYo,real,georgia has also issued a stay at home order until april 13th,fake
107,The latest CDC #COVIDView data show that #COVID19-associated hospitalization rates are highest among American Indian/Alaska Natives Blacks and Hispanics/Latinos. Existing disparities can make these groups more vulnerable to COVID-19 outbreaks. https://t.co/USHdcAHlZb https://t.co/t5khtl7yTN,real,the latest cdc covidview data show that covid19associated hospitalization rates are highest among american indianalaska natives blacks and hispanicslatinos existing disparities can make these groups more vulnerable to covid19 outbreaks,real
108,Yesterday our laboratories completed 1007 tests. The seven day rolling average is 1984. That brings the total number of tests completed to date to 444176.,real,yesterday our laboratories completed 1007 tests the seven day rolling average is 1984 that brings the total number of tests completed to date to 444176,real
109,RT @DepSecHargan: #COVID19 has led to an⬆️in #telehealth services – have you utilized these virtual appointments? Visit https://t.co/7pcLF9…,real,rt depsechargan covid19 has led to anin telehealth services have you utilized these virtual appointments visit,real
110,States reported over 50k cases for the first time today another new record. The national positivity rate is over 7% now despite ever higher testing levels. Hospitalizations are now at late-May levels. https://t.co/erSW8W37jj,real,states reported over 50k cases for the first time today another new record the national positivity rate is over 7 now despite ever higher testing levels hospitalizations are now at latemay levels,real
111,Study: Ages 10-19 had the highest rate of #coronavirus transmission. https://t.co/bhjUDRwI4h via @WebMD https://t.co/HBycPndwng,real,study ages 1019 had the highest rate of coronavirus transmission via webmd,real
112,???You see suicide rates are skyrocketing now?????�,fake,you see suicide rates are skyrocketing now,fake
113,As on 25 July 6PM out of all the active #COVID19 cases 1.61% are in #ICU 0.27% are on #Ventilator and 2.50% require #OxygenTherapy #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/rfwNWzXQlD,real,as on 25 july 6pm out of all the active covid19 cases 161 are in icu 027 are on ventilator and 250 require oxygentherapy covid19 covid19 covidー19 coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates,real
114,WHY CENSOR HER? Dr. Li Meng Yan claims COVID was BIO-engineered by Red C... https://t.co/TqScC5sWyH via @YouTube,fake,why censor her dr li meng yan claims covid was bioengineered by red c via youtube,fake
115,Our daily update is published. We’ve now tracked ~3.7 million tests up 132k from yesterday a bit lower than last weekend's numbers. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y https://t.co/dht27DXL4E,real,our daily update is published weve now tracked 37 million tests up 132k from yesterday a bit lower than last weekends numbers note that we can only track tests that a state reports and not all states report all tests for details see,real
116,In close residential settings such as psychiatric facilities promptly identifying #COVID19 cases &amp; applying adapted infection prevention &amp; control procedures are critical to protect patients &amp; staff. See new report on one psychiatric facility: https://t.co/0J5oDs9Xku @CDCMMWR https://t.co/X3tHiuvOOs,real,in close residential settings such as psychiatric facilities promptly identifying covid19 cases amp applying adapted infection prevention amp control procedures are critical to protect patients amp staff see new report on one psychiatric facility cdcmmwr,real
117,Drinking tea and hot water kills the virus; lemon slices in warm water may save your life; it's recommended to keep your money in a sealed plastic bag; a conspiracy theory suggests China is benefiting from the pandemic; vinegar is good for cleaning your hands.,fake,drinking tea and hot water kills the virus lemon slices in warm water may save your life its recommended to keep your money in a sealed plastic bag a conspiracy theory suggests china is benefiting from the pandemic vinegar is good for cleaning your hands,fake
118,The #COVID19 test reagents which Nigeria has received &amp; procured recently can only be used for PCR tests in existing molecular laboratories There have been important developments such as use of Gene-Xpert machines. We‘re also expanding our testing capacity using this technology,real,the covid19 test reagents which nigeria has received amp procured recently can only be used for pcr tests in existing molecular laboratories there have been important developments such as use of genexpert machines were also expanding our testing capacity using this technology,real
119,"#coronavirus ""You can not buy anything with these""
""They are totally useless""

Chinese Yuan becomes just merely paper and trash.

#china #coronavirus #economy #wuhan https://t.co/p2CZbZkrsD",fake,coronavirus you can not buy anything with these they are totally useless chinese yuan becomes just merely paper and trash china coronavirus economy wuhan,fake
120,"A tweet from President Donald Trump that says, before the U.S. issues financial assistance to individuals to deal with the coronavirus pandemic, ""we will go through your social media history from the last 4 years and search for any post with #NotMyP...",fake,a tweet from president donald trump that says before the us issues financial assistance to individuals to deal with the coronavirus pandemic we will go through your social media history from the last 4 years and search for any post with notmyp,fake
121,There are nine previously reported cases that are now considered to have recovered from COVID-19. Our total number of active cases is 62 - of those 29 are imported cases in MIQ facilities and 33 are community cases.,real,there are nine previously reported cases that are now considered to have recovered from covid19 our total number of active cases is 62 of those 29 are imported cases in miq facilities and 33 are community cases,real
